ID,Name,Concepticon_ID,Concepticon_Gloss,NorthEuraLex_Gloss,German,English,Russian
507_damp,damp,2998.0,DAMP,feucht::A,feucht [],damp [],влажный []
508_wet,wet,1726.0,WET,nass::A,nass [],wet [],мокрый []
509_dry,dry,1398.0,DRY,trocken::A,trocken [],dry [],сухой []
510_full,full,1429.0,FULL,voll::A,voll [Gefäß],full [container],"полный, наполненный [о сосуде]"
511_empty,empty,1624.0,EMPTY,leer::A,leer [Gefäß],empty [container],пустой [о сосуде]
512_open,open,3235.0,OPEN (STATE),offen::A,offen [BSP:Tür],open [EX:door],открытый [НАПР:о двери]
513_closed,closed,589.0,CLOSED,geschlossen::A,geschlossen [BSP:Tür],closed [EX:door],закрытый [НАПР:о двери]
514_clean,clean,704.0,CLEAN,sauber::A,sauber [],clean [],чистый []
515_dirty,dirty,1230.0,DIRTY,schmutzig::A,schmutzig [],dirty [],грязный []
516_raw,raw,1959.0,RAW,roh[ungekocht]::A,roh [ungekocht],raw [uncooked],сырой [не варёный]
517_ripe,ripe,178.0,RIPE,reif::A,reif [BSP:Obst],ripe [EX:fruit],зрелый [НАПР:o плоде]
518_delicious,delicious,1813.0,TASTY,lecker::A,lecker [schmackhaft],delicious [tasty],вкусный [лакомый]
519_sweet,sweet,717.0,SWEET,süß[Geschmack]::A,süß [Geschmack],sweet [taste],сладкий [о вкусе]
520_bitter,bitter,887.0,BITTER,bitter[Geschmack]::A,bitter [Geschmack],bitter [taste],горький [о вкусе]
521_sour,sour,1906.0,SOUR,sauer[Geschmack]::A,sauer [BSP:Zitrone],sour [EX:lemon],кислый [НАПР:лимон]
522_bright,bright,679.0,BRIGHT,hell::A,hell [voller Licht],bright [full of light],светлый [хорошо освещённый]
523_dark,dark,706.0,DARK,dunkel::A,dunkel [ohne Licht],dark [devoid of light],тёмный [лишённый света]
524_black,black,163.0,BLACK,schwarz::A,schwarz [],black [],чёрный []
525_white,white,1335.0,WHITE,weiß::A,weiß [],white [],белый []
526_red,red,156.0,RED,rot::A,rot [],red [],красный []
527_yellow,yellow,1424.0,YELLOW,gelb::A,gelb [],yellow [],жёлтый []
528_blue,blue,837.0,BLUE,blau::A,blau [],blue [],"синий, голубой []"
529_green,green,1425.0,GREEN,grün::A,grün [],green [],зелёный []
530_grey,grey,153.0,GREY,grau::A,grau [],grey [],серый []
531_colourful,colourful,2997.0,COLORFUL,bunt::A,bunt [vielfarbig],colourful [multicolored],пёстрый [разноцветный]
532_cheap,cheap,1887.0,CHEAP,billig::A,billig [],cheap [],дешёвый []
533_expensive,expensive,1426.0,EXPENSIVE,teuer::A,teuer [Ware],expensive [goods],дорогой [о товаре]
534_precious,precious,3002.0,PRECIOUS,wertvoll::A,wertvoll [],precious [],ценный [драгоценный]
535_blind,blind,1653.0,BLIND,blind::A,blind [],blind [],слепой []
536_deaf,deaf,996.0,DEAF,taub::A,taub [],deaf [],глухой []
537_powerful,powerful,3001.0,POWERFUL,kräftig::A,kräftig [kraftvoll],powerful [forceful],могучий [мощный]
538_strong,strong,785.0,STRONG,stark[robust]::A,stark [robust],strong  [tough],сильный [плотный]
539_weak,weak,1601.0,WEAK,schwach::A,schwach [kraftlos],weak [feeble],слабый [немощный]
540_fat,fat,1279.0,FAT (OBESE),dick[Mensch]::A,dick [dick],fat [person],"жирный, толстый [тучный]"
541_slim,slim,1400.0,THIN (SLIM),schlank::A,schlank [],slim [],стройный []
542_pretty,pretty,2410.0,GOOD-LOOKING,schön[Mensch]::A,schön [],pretty [],"красивый, прелестный []"
543_evil,evil,45.0,EVIL,böse::A,böse [bösartig],evil [malevolent],злой [несущий в себе зло]
544_stupid,stupid,1518.0,STUPID,dumm::A,dumm [Mensch],stupid [person],глупый [о человеке]
545_lazy,lazy,1564.0,LAZY,faul::A,faul [träge],lazy [],ленивый []
546_diligent,diligent,2077.0,DILIGENT,fleißig::A,fleißig [],diligent [],прилежный []
547_stingy,stingy,1774.0,STINGY,geizig::A,geizig [],stingy [],"жадный, скупой []"
548_clever,clever,1310.0,CLEVER,klug::A,klug [intelligent],clever [intelligent],умный [интеллигентный]
549_skilful,skilful,1824.0,DEXTEROUS,geschickt::A,geschickt [],skilful [],искусный []
550_dear,dear,2470.0,DEAR,lieb::A,lieb [],dear [beloved],милый []
551_merry,merry,1976.0,MERRY,lustig[vergnügt]::A,lustig [vergnügt],merry [],весёлый []
552_gentle,gentle,1954.0,GENTLE,sanft::A,sanft [],gentle [tender],нежный [кроткий]
553_hungry,hungry,1533.0,BE HUNGRY,hungrig::A,hungrig [],hungry [],голодный []
554_sickill,"sick, ill",1847.0,SICK,krank::A,krank [],"sick, ill []",больной [нездоровый]
555_naked,naked,590.0,NAKED,nackt::A,nackt [],naked [],голый []
556_sad,sad,699.0,SAD,traurig[Gefühl]::A,traurig [Gefühl],sad [emotion],грустный [чувство]
557_living,living,1422.0,BE ALIVE,lebendig::A,lebendig [lebend],living [],живой []
558_good,good,1035.0,GOOD,gut::A,gut [BSP:Werkzeug],good [EX:tool],хороший [НАПР:об орудии]
559_bad,bad,1292.0,BAD,schlecht::A,schlecht [BSP:Werkzeug],bad [EX:tool],плохой [НАПР:об орудии]
560_correct,correct,1725.0,CORRECT (RIGHT),richtig::A,richtig [],correct [],правильный []
561_nastydire,"nasty, dire",419.0,SEVERE,schlimm::A,schlimm [],"nasty, dire []","страшный, отвратительный []"
562_true,true,1657.0,TRUE,wahr::A,wahr [wahrheitsgemäß],true [truthful],настоящий [истинный]
563_old,old,1229.0,OLD,alt[Gegenstand]::A,alt [BSP:Haus],old [EX:house],старый [НАПР:о доме]
564_new,new,1231.0,NEW,neu::A,neu [],new [],новый []
565_former,former,3004.0,FORMER,ehemalig::A,ehemalig [],former [erstwhile],бывший []
566_agedold,"aged, old",2112.0,OLD (AGED),alt[Lebewesen]::A,alt [],"aged, old [person]","пожилой, старый [о человеке]"
567_young,young,1207.0,YOUNG,jung::A,jung [],young [],молодой []
568_poor,poor,1674.0,POOR,arm::A,arm [bedürftig],poor [needy],бедный []
569_rich,rich,712.0,RICH,reich::A,reich [],rich [],богатый []
570_familiar,familiar,3005.0,FAMILIAR,bekannt::A,bekannt [],familiar [],знакомый []
571_famous,famous,,,berühmt::A,berühmt [],famous [],знаменитый []
572_foreign,foreign,109.0,FOREIGN,fremd::A,fremd [],foreign [],чужой []
573_different,different,2504.0,DIFFERENT,verschieden::A,verschieden [],different [],разный []
574_near,near,1942.0,NEAR,nah::A,nah [],near [],близкий []
575_far,far,1406.0,FAR,fern::A,fern [],far [],далёкий []
576_left,left,244.0,LEFT,linker::A,linker [],left [],левый []
577_right,right,1019.0,RIGHT,rechter::A,rechter [BSP:rechtes Bein],right [EX:right leg],правый [НАПР:правая нога]
578_other,other,197.0,OTHER,anderer::A,anderer [],other [],другой []
579_first,first,728.0,FIRST,erster::A,erster [],first [],первый []
580_second,second,1384.0,SECOND,zweiter::A,zweiter [],second [],второй []
581_third,third,1859.0,THIRD,dritter::A,dritter [],third [],третий []
582_last,last,1529.0,LAST (FINAL),letzter::A,letzter [in einer Reihe],last [in a row],последний []
583_alone,alone,1964.0,ALONE,allein::ADV,allein [],alone [],один []
584_atonce,at once,1963.0,IMMEDIATELY,auf_einmal::ADV,auf_einmal [],at once [in one go],сразу []
585_together,together,2482.0,TOGETHER,zusammen::ADV,zusammen [],together [],вместе []
586_long,long,418.0,FOR A LONG TIME,lange::ADV,lange [],long [],долго []
587_suddenly,suddenly,2920.0,SUDDENLY,plötzlich::ADV,plötzlich [],suddenly [],вдруг []
588_instantly,instantly,2916.0,INSTANTLY (IMMEDIATELY),sofort::ADV,sofort [],instantly [],тотчас []
589_later,later,,,später::ADV,später [],later [],позже []
590_now,now,1376.0,NOW,jetzt::ADV,jetzt [],now [],теперь []
591_today,today,1283.0,TODAY,heute::ADV,heute [],today [],сегодня []
592_tomorrow,tomorrow,1329.0,TOMORROW,morgen::ADV,morgen [],tomorrow [],завтра []
593_soon,soon,703.0,SOON,bald::ADV,bald [],soon [],скоро []
594_then,then,2921.0,THEN,dann::ADV,dann [],then [],потом []
595_yesterday,yesterday,1174.0,YESTERDAY,gestern::ADV,gestern [],yesterday [],вчера []
596_once,once,2914.0,ONCE (IN THE PAST),einst::ADV,einst [in der Vergangenheit],once [once upon a time],однажды []
597_atthattime,at that time,2922.0,AT THAT TIME,damals::ADV,damals [],at that time [],тогда []
598_afterwards,afterwards,2093.0,AFTERWARDS,danach::ADV,danach [],afterwards [],затем []
599_before,before,1882.0,BEFORE,vorher::ADV,vorher [],before [],раньше []
600_atfirst,at first,2915.0,AT FIRST,zuerst::ADV,zuerst [],at first [],сперва []
601_once,once,374.0,ONE TIME,einmal::ADV,einmal [],once [],один раз []
602_sometimes,sometimes,1544.0,SOMETIMES,manchmal::ADV,manchmal [],sometimes [],иногда []
603_often,often,1852.0,OFTEN,oft::ADV,oft [],often [],часто []
604_always,always,1676.0,ALWAYS,immer::ADV,immer [],always [],всегда []
605_never,never,1656.0,NEVER,niemals::ADV,niemals [],never [],никогда []
606_here,here,136.0,HERE,hier::ADV,hier [],here [],здесь []
607_hither,hither,2925.0,HITHER (HERE TO),hierhin::ADV,hierhin [],hither [],сюда []
608_hence,hence,2927.0,FROM HERE,von_hier::ADV,von_hier [],hence [],отсюда []
609_there,there,1937.0,THERE,dort::ADV,dort [],there [],там []
610_thither,thither,2923.0,THITHER (THERE TO),dorthin::ADV,dorthin [],thither [],туда []
611_ahead,ahead,,,geradeaus::ADV,geradeaus [],ahead [],прямо []
612_forward,forward,2912.0,FORWARD,vorwärts::ADV,vorwärts [],forward [],вперёд []
613_backward,backward,2911.0,BACKWARD,rückwärts::ADV,rückwärts [],backward [],назад []
614_back,back,2910.0,BACK (DIRECTION),zurück::ADV,zurück [],back [],обратно []
615_below,below,721.0,LOW,unten::ADV,unten [],below [],внизу []
616_down,down,1326.0,DOWN,hinab::ADV,hinab [],down [],вниз []
617_above,above,1265.0,HIGH,oben::ADV,oben [],above [],наверху []
618_up,up,1591.0,UP,hinauf::ADV,hinauf [],up [],вверх []
619_everywhere,everywhere,2999.0,EVERYWHERE,überall::ADV,überall [],everywhere [],везде []
620_not,not,1240.0,NOT,nicht::ADV,nicht [],not [],не []
621_alittle,a little,2924.0,A LITTLE,ein_wenig::ADV,ein_wenig [],a little [],немного []
622_hardly,hardly,2926.0,HARDLY,kaum::ADV,kaum [],hardly [],едва []
623_very,very,1311.0,VERY,sehr::ADV,sehr [],very [],очень []
624_so,so,2336.0,OF THIS KIND (SUCH),so::ADV,so [],so [],так []
625_still,still,2919.0,STILL (CONTINUING),noch::ADV,noch [],still [],ещё []
626_only,only,1580.0,ONLY,nur::ADV,nur [BSP:nur eine Kuh],only [EX:only one cow],только [НАПР:только одна корова]
627_already,already,2576.0,ALREADY,schon::ADV,schon [],already [],уже []
628_again,again,204.0,AGAIN,wieder::ADV,wieder [],again [],опять []
629_invain,in vain,1765.0,IN VAIN,vergebens::ADV,vergebens [],in vain [],напрасно []
630_infrontof,in front of,1883.0,IN FRONT OF,vor[Ort]::ADP,vor [],in front of [],перед []
631_behind,behind,1686.0,BEHIND,hinter[Ort]::ADP,hinter [],behind [],позади []
632_under,under,1485.0,BELOW OR UNDER,unter[Ort]::ADP,unter [],under [],под []
633_through,through,97.0,THROUGH,durch[Fenster]::ADP,durch [BSP:Fenster.Loch],"through [EX:a window, a hole]","сквозь, через [НАПР:окно.дыру]"
634_nextto,next to,2917.0,NEXT TO,neben[Ort]::ADP,neben [],next to [],возле []
635_between,between,689.0,BETWEEN,zwischen[Ort]::ADP,zwischen [],between [],между []
636_becauseof,because of,2918.0,BECAUSE OF,wegen::ADP,wegen [],because of [],из-за []
637_this,this,1214.0,THIS,dies::PRN,dies [],this [],это []
638_that,that,78.0,THAT,das::PRN,das [],that [],то []
639_everything,everything,98.0,ALL,alles::PRN,alles [],everything [],всё []
640_i,I,1209.0,I,ich::PRN,ich [],I [],я []
641_thou,thou,1215.0,THOU,du::PRN,du [],thou [],ты []
642_he,he,1211.0,HE,er::PRN,er [],he [],он []
643_we,we,1212.0,WE,wir::PRN,wir [],we [],мы []
644_you,you,1213.0,YOU,ihr[nomPl]::PRN,ihr [],you [plural],вы []
645_they,they,817.0,THEY,sie[nomSg]::PRN,sie [Plural],they [],они []
646_what,what,1236.0,WHAT,was::FPRN,was [],what [],что []
647_who,who,1235.0,WHO,wer::FPRN,wer [],who [],кто []
648_where,where,1237.0,WHERE,wo::FADV,wo [],where [],где []
649_whereto,where to,2928.0,WHITHER (WHERE TO),wohin::FADV,wohin [],where to [],куда []
650_how,how,1239.0,HOW,wie::FADV,wie [],how [],как []
651_why,why,1270.0,WHY,warum::FADV,warum [],why [],почему []
652_howmuch,how much,822.0,HOW MANY,wieviel::FNUM,wieviel [],how much [],сколько []
653_one,one,1493.0,ONE,eins::NUM,eins [],one [],один []
654_two,two,1498.0,TWO,zwei::NUM,zwei [],two [],два []
655_three,three,492.0,THREE,drei::NUM,drei [],three [],три []
656_four,four,1500.0,FOUR,vier::NUM,vier [],four [],четыре []
657_five,five,493.0,FIVE,fünf::NUM,fünf [],five [],пять []
658_six,six,1703.0,SIX,sechs::NUM,sechs [],six [],шесть []
659_seven,seven,1704.0,SEVEN,sieben::NUM,sieben [],seven [],семь []
660_eight,eight,1705.0,EIGHT,acht::NUM,acht [],eight [],восемь []
661_nine,nine,1483.0,NINE,neun::NUM,neun [],nine [],девять []
662_ten,ten,1515.0,TEN,zehn::NUM,zehn [],ten [],десять []
663_eleven,eleven,1706.0,ELEVEN,elf::NUM,elf [],eleven [],одиннадцать []
664_twelve,twelve,1707.0,TWELVE,zwölf::NUM,zwölf [],twelve [],двенадцать []
665_twenty,twenty,1710.0,TWENTY,zwanzig::NUM,zwanzig [],twenty [],двадцать []
666_thirty,thirty,1715.0,THIRTY,dreißig::NUM,dreißig [],thirty [],тридцать []
667_forty,forty,1716.0,FORTY,vierzig::NUM,vierzig [],forty [],сорок []
668_fifty,fifty,1717.0,FIFTY,fünfzig::NUM,fünfzig [],fifty [],пятьдесят []
669_sixty,sixty,1718.0,SIXTY,sechzig::NUM,sechzig [],sixty [],шестьдесят []
670_seventy,seventy,1721.0,SEVENTY,siebzig::NUM,siebzig [],seventy [],семьдесят []
671_eighty,eighty,1722.0,EIGHTY,achtzig::NUM,achtzig [],eighty [],восемьдесят []
672_ninety,ninety,1724.0,NINETY,neunzig::NUM,neunzig [],ninety [],девяносто []
673_ahundred,a hundred,1634.0,HUNDRED,hundert::NUM,hundert [],a hundred [],сто []
674_athousand,a thousand,1843.0,THOUSAND,tausend::NUM,tausend [],a thousand [],тысяча []
675_and,and,1577.0,AND,und::CNJ,und [],and [],и []
676_or,or,1014.0,OR,oder::CNJ,oder [],or [],или []
677_stand,stand,1442.0,STAND,stehen::VI,stehen [Mensch],stand [of a person],стоять [о человеке]
678_sit,sit,1416.0,SIT,sitzen::VI,sitzen [Mensch],sit [of a person],сидеть [о человеке]
679_lie,lie,1411.0,LIE (REST),liegen::VI,liegen [Mensch],lie [of a person],лежать [о человеке]
680_hang,hang,2884.0,HANG,hängen::VI,hängen [BSP:``der Mantel hängt''],hang [EX:``the coat is hanging''],висеть [НАПР:о пальтo]
681_become,become,1990.0,BECOME,werden_zu::VI,werden_zu [zu etwas],become [turn into],"стать [превратиться, НАПР:стать отцом]"
682_happen,happen,248.0,HAPPEN,passieren::VI,passieren [geschehen],happen [occur],случиться [произойти]
683_begin,begin,,,beginnen::VI,beginnen [anfangen zu bestehen],begin [start existing],начаться [начать существовать]
684_end,end,1928.0,CEASE,enden::VI,enden [aufhören zu bestehen],end [stop existing],кончиться [перестать существовать]
685_change,change,2857.0,CHANGE (BECOME DIFFERENT),wechseln::VI,wechseln [zu etwas anderem werden],change [become something different],"меняться [стать чем-то другим, НАПР:о погоде]"
686_rise,rise,568.0,RISE (MOVE UPWARDS),aufgehen[Sonne]::VI,aufgehen [],rise [of the sun],взойти [о солнце]
687_set,set,160.0,SET (HEAVENLY BODIES),untergehen[Sonne]::VI,untergehen [],set [of the sun],зайти [о солнце]
688_shine,shine,708.0,SHINE,leuchten::VI,leuchten [],shine [of the sun],светить [о солнце]
689_thunder,thunder,2378.0,THUNDER (VERB),donnern::VI,donnern [Donner],thunder [BSP:``it thundered''],греметь [о громе]
690_blow,blow,175.0,BLOW (OF WIND),wehen::VI,wehen [Wind],blow [of wind],дуть [о ветре]
691_stream,stream,2858.0,STREAM (FLOW CONTINUOUSLY),strömen::VI,strömen [ununterbrochen fließen],stream [to flow in a continuous manner],литься [течь непрерывной струёй]
692_flow,flow,2003.0,FLOW,fließen::VI,fließen [BSP:Fluss],flow [EX:a river],течь [НАПР:о реке]
693_revolve,revolve,,,sich_drehen::VI,sich_drehen [BSP:Rad],revolve [EX:of a wheel],вращаться [НАПР:о колесе]
694_sway,sway,573.0,SWAY,schwanken::VI,schwanken [sich vor- und zurückbewegen],sway [move backward and forward],качаться [двигаться взад и вперед]
695_swing,swing,2871.0,SWING (MOVEMENT),schwingen::VI,schwingen [sich hin- und herbewegen],swing [repeatedly move from side to side],"колебаться [ритмично, из стороны в сторону, НАПР:о маятнике]"
696_fall,fall,1280.0,FALL,fallen::VI,fallen [sich schnell abwärts bewegen],fall [swiftly move downwards],падать [быстро перемещаться вниз]
697_burn,burn,1428.0,BURNING,brennen::VI,brennen [BSP:Holz],burn [BSP:of wood],гореть [НАПР:о дровах]
698_smoke,smoke,2859.0,SMOKE (EMIT SMOKE),rauchen::VI,rauchen [Qualm ausstoßen],smoke [give off smoke],дымить [производить дым]
699_rain,rain,1253.0,RAIN (RAINING),regnen::VI,regnen [BSP:``es regnet''],rain [BSP:``it is raining''],идти [о дожде; дождить]
700_freeze,freeze,1431.0,FREEZE,gefrieren::VI,gefrieren [durch Kälte erstarren],freeze [to become solid due to low temperature],замёрзнуть [застыть от холода]
701_thaw,thaw,2887.0,THAW (DEW),tauen::VI,tauen [BSP:Schnee],thaw [EX:of snow],таять [НАПР:о снеге]
702_melt,melt,2334.0,MELT,schmelzen::VI,schmelzen [BSP:Eis],melt [EX:of ice],плавиться [НАПР:о льде]
703_dry,dry,1786.0,DRY UP,trocknen::VI,trocknen [BSP:von Kleidung],dry [EX:of clothes],сохнуть [НАПР:об одежде]
704_boil,boil,792.0,BOIL (OF LIQUID),kochen[sieden]::VI,kochen [Wasser],boil [of water],кипеть [о воде]
705_rot,rot,569.0,SPOIL (BECOME SPOILED),faulen::VI,faulen [BSP:Fleisch],rot [EX:of meat],"гнить [портиться, НАПР:об овощах, фруктах, еде]"
706_decay,decay,2907.0,ROT,verfaulen::VI,verfaulen [BSP:Holz],decay [EX:of wood],сгнить [НАПР:о дереве]
707_snap,snap,460.0,BREAK (OF ROPE),reißen::VI,reißen [BSP:Faden],snap [EX:of a thread],рваться [НАПР:о нитке]
708_sink,sink,1088.0,SINK (DESCEND),versinken::VI,versinken [BSP:Stein im Wasser],sink [EX:stone in water],тонуть [НАПР:камень в воду]
709_pass,pass,1951.0,PASS,vergehen[Zeit]::VI,vergehen [Zeit],pass [of time],проходи́ть [о времени]
710_appear,appear,1076.0,EMERGE (APPEAR),erscheinen::VI,"erscheinen [BSP:Licht, Geist]","appear [EX:light, ghost]","появиться [НАПР:о свете, о призраке]"
711_disappear,disappear,485.0,DISAPPEAR,verschwinden::VI,"verschwinden [BSP:Licht, Geist]","disappear [EX:light, ghost]","исчезнуть [НАПР:о свете, о призраке]"
712_dropdescend,"drop, descend",,,sinken[Niveau]::VI,sinken [BSP:Wasserspiegel],"drop, descend [EX:water level]","спадать [понижаться, НАПР:об уровне воды]"
713_decrease,decrease,2864.0,DECREASE,abnehmen::VI,abnehmen [weniger werden],decrease [of quantity],уменьшиться [стать меньше]
714_increase,increase,1041.0,INCREASE,zunehmen::VI,zunehmen [mehr werden],increase [of quantity],увеличиться [в количестве]
715_rise,rise,,,steigen[Niveau]::VI,steigen [BSP:Wasserspiegel],rise [EX:water level],подниматься [НАПР:об уровне воды]
716_grow,grow,479.0,GROW,wachsen[Pflanze]::VI,wachsen [BSP:Pflanze],grow [EX:of a plant],расти [НАПР:о растении]
717_shine,shine,,,glänzen::VI,"glänzen [BSP:Metall, glänzende Oberfläche]","shine [EX:of metal, shiny surface]","блестеть [НАПР:о металле, поверхности]"
718_sparkletwinkle,"sparkle, twinkle",2889.0,TWINKLE,funkeln::VI,"funkeln [BSP:Stern, kleines Licht]","sparkle, twinkle [EX:of star, little light]","сверкать [НАПР:о звезде, об огоньке]"
719_benoisy,be noisy,,,lärmen::VI,lärmen [BSP:Kinder],be noisy [EX:children],шуметь [НАПР:о детях]
720_chime,chime,2897.0,CHIME (ACTION),läuten::VI,läuten [BSP:Glocke],chime [EX:of bell],звонить [НАПР:о колоколе]
721_ring,ring,2875.0,RING (MAKE SOUND),klingeln[Telefon]::VI,"klingeln [BSP:Türklingel, Telefon]","ring [EX:doorbell, phone]","звонить [НАПР:о дверном звонке, телефоне]"
722_tinkle,tinkle,2888.0,TINKLE,klirren::VI,klirren [BSP:Glas],tinkle [EX:glass],"звякать [НАПР:о стакане, монетах]"
723_roar,roar,2876.0,ROAR (OF SEA),brausen::VI,"brausen [BSP:Sturm, Meer]","roar [EX:storm, sea]","бушевать [НАПР:о буре, море]"
724_rustle,rustle,2877.0,RUSTLE (OF LEAVES),rauschen[Blätter]::VI,rauschen [BSP:Blätter im Wind],rustle [EX:of leaves in breeze],шелестеть [НАПР:о листьях при ветре]
725_sound,sound,2879.0,SOUND (OF INSTRUMENT OR VOICE),klingen::VI,klingen [BSP:Musikinstrument],sound [EX:of instrument],звучать [НАПР:об инструменте]
726_bark,bark,1206.0,BARKING,bellen::VI,bellen [Hund],bark [of dog],лаять [о собаке]
727_howl,howl,526.0,HOWL,heulen[Wolf]::VI,heulen [BSP:Wolf],howl [EX:of wolf],выть [о волке]
728_blow,blow,176.0,BLOW (WITH MOUTH),blasen::VI,blasen [mit dem Mund],blow [using the mouth],дунуть [ртом]
729_whistle,whistle,1025.0,WHISTLE,pfeifen::VI,pfeifen [mit dem Mund],whistle [using the mouth],свистеть [ртом]
730_shout,shout,715.0,SHOUT,schreien::VI,schreien [Mensch],shout [of human],кричать [о человеке]
731_groan,groan,716.0,GROAN,stöhnen::VI,stöhnen [BSP:vor Schmerz],groan [EX:in pain],стонать [НАПР:от сильной боли]
732_tremble,tremble,52.0,SHIVER,zittern::VI,zittern [BSP:vor Angst],tremble [EX:with fear],дрожать [НАПР:от страха]
733_live,live,1422.0,BE ALIVE,leben::VI,leben [lebendig sein],live [be alive],жить [быть живым]
734_beborn,be born,1090.0,BE BORN,geboren_werden::VI,geboren_werden [Mensch],be born [of human],родиться [о человеке]
735_breathe,breathe,1407.0,BREATHE,atmen::VI,atmen [Mensch],breathe [of human],дышать [о человеке]
736_drink,drink,1401.0,DRINK,trinken::VT,trinken [Mensch],drink [of human],пить [о человеке]
737_eat,eat,1336.0,EAT,essen::VT,essen [Mensch],eat [of human],"кушать, есть [о человеке]"
738_swallow,swallow,897.0,SWALLOW,schlucken::VT,"schlucken [hinunterschlucken, BSP:Essen]",swallow [EX:food],"глотать [проглоти́ть, НАПР:пищу]"
739_gettired,get tired,1996.0,GET TIRED,müde_werden::VI,müde_werden [],get tired [],устать []
740_fallasleep,fall asleep,1106.0,FALL ASLEEP,einschlafen::VI,einschlafen [],fall asleep [],заснуть []
741_sleep,sleep,1585.0,SLEEP,schlafen::VI,schlafen [],sleep [],спать []
742_wakeup,wake up,1602.0,WAKE UP,aufwachen::VI,aufwachen [],wake up [],проснуться []
743_getup,get up,,,aufstehen[morgens]::VI,aufstehen [vom Bett],get up [rise from one's bed],встать [с постели]
744_relax,relax,168.0,REST,sich_erholen::VI,sich_erholen [entspannen],relax [recreate],отдыхать []
745_fallill,fall ill,2327.0,BECOME SICK,krank_werden::VI,krank_werden [],fall ill [],заболеть [захворать]
746_beill,be ill,,,krank_sein::VI,krank_sein [],be ill [],"болеть [страдать болезнью, хворать]"
747_ache,ache,1815.0,ACHE,schmerzen::VI,schmerzen [BSP:Kopf],ache [EX:of head],"болеть [причинять боль, НАПР:о голове]"
748_cough,cough,879.0,COUGH,husten::VI,husten [],cough [],кашлять []
749_recover,recover,1978.0,RECOVER,genesen::VI,genesen [von Krankheit],recover [from an illness],поправиться [выздороветь]
750_die,die,1494.0,DIE,sterben::VI,sterben [Mensch],die [of human],умереть [о человеке]
751_perish,perish,2865.0,DIE (FROM ACCIDENT),umkommen::VI,umkommen [eines gewaltsamen Todes sterben],perish [die violently],погибнуть [умереть насильственной смертью]
752_move,move,2874.0,MOVE (ONESELF),sich_bewegen::VI,sich_bewegen [den Ort wechseln],move [change place],двигаться [перемещаться]
753_budge,budge,2861.0,BUDGE (ONESELF),sich_rühren::VI,"sich_rühren [ein bisschen, BSP:zucken]",budge [change posture],"шевельнуться [слегка двигаться, НАПР:в траве что-то шевелится]"
754_standup,stand up,570.0,STAND UP,sich_erheben::VI,sich_erheben [BSP:von einem Stuhl],stand up [EX:from a chair],встать [НАПР:со стула]
755_sitdown,sit down,1649.0,SIT DOWN,sich_setzen::VI,sich_setzen [eine sitzende Haltung einnehmen],sit down [assume a sitting position],сесть [принять сидячее положение]
756_tumble,tumble,2894.0,TUMBLE (FALL DOWN),hinfallen::VI,hinfallen [stürzen],tumble [fall end over end],"упасть [свалиться, о человеке]"
757_walk,walk,1443.0,WALK,laufen[zu_Fuß_gehen]::VI,laufen [zu Fuß gehen],walk [move on the feet],ходить [пешком]
758_step,step,2065.0,STEP (VERB),schreiten::VI,schreiten [Schritte machen],step [move the foot in walking],шагать [идти шагом]
759_takeawalk,take a walk,2890.0,WALK (TAKE A WALK),spazieren_gehen::VI,spazieren_gehen [spazieren],take a walk [],гулять [совершать прогулку]
760_rush,rush,2860.0,BOLT (MOVE IN HASTE),eilen::VI,"eilen [hasten, sich möglichst schnell bewegen]",rush [move in haste],спешить [двигаться по возможности быстро]
761_hurry,hurry,754.0,HURRY,sich_beeilen::VI,"sich_beeilen [sich abhetzen, in Eile sein]",hurry [do things quickly],торопиться [действовать по возможности быстро]
762_dash,dash,2863.0,DASH (OF VEHICLE),sausen[Bewegung]::VI,"sausen [dahineilen, BSP:Fahrzeug]",dash [EX:of a vehicle],"мчаться [очень быстро перемещаться, НАПР:о машине]"
763_run,run,1519.0,RUN,rennen::VI,rennen [Mensch],run [of human],бегать [о человеке]
764_jump,jump,1829.0,JUMP,springen::VI,springen [Mensch],jump [of human],прыгать [о человеке]
765_climb,climb,1102.0,CLIMB,klettern::VI,klettern [Mensch],climb [of human],"лазать [карабкаться, о человеке]"
766_seesaw,seesaw,,,schaukeln[Mensch]::VI,"schaukeln [wippen, auf Schaukel]",seesaw [use a seesaw],"качаться, раскачиваться [НАПР:на качелях]"
767_creep,creep,3215.0,CREEP,kriechen::VI,kriechen [Mensch],creep [of human],ползать [о человеке]
768_swim,swim,1439.0,SWIM,schwimmen[Mensch]::VI,schwimmen [Mensch],swim [of human],плавать [о человеке]
769_dive,dive,119.0,DIVE,tauchen::VI,tauchen [Mensch],dive [of human],нырять [о человеке]
770_row,row,1849.0,ROW,rudern::VI,rudern [ein Boot mittels Riemen bewegen],row [propel a boat using oars],грести [передвигать лодку вёслами]
771_drive,drive,741.0,DRIVE,fahren::VI,fahren [sich mit einem Fahrzeug fortbewegen],drive [travel by a vehicle],ехать [на транспортном средстве]
772_fly,fly,1441.0,FLY (MOVE THROUGH AIR),fliegen::VI,fliegen [BSP:Vogel],fly [EX:of bird],летать [НАПР:о птице]
773_go,go,695.0,GO,gehen::VI,gehen [sich im Raum fortbewegen],go [move through space],идти [передвигаться в пространстве]
